"artist","total_count","is_korean"
"Alextbh",6,FALSE
"Allan Rayman",6,FALSE
"Andrew Andraos",6,FALSE
"Anthony Russo",6,FALSE
"Arjana",6,FALSE
"Aybner",6,FALSE
"Azealia Banks",6,FALSE
"BC Unidos",6,FALSE
"BLAISE",6,FALSE
"Baby Goth",6,FALSE
"Bahamas",6,FALSE
"Bedouine",6,FALSE
"Ben Stevenson",6,FALSE
"Billy Joel",6,FALSE
"Bktherula",6,FALSE
"Black & White",6,FALSE
"Blanco White",6,FALSE
"Blinding",6,FALSE
"Bonobo",6,FALSE
"Brahny",6,FALSE
"Brandy",6,FALSE
"Brennan Henderson",6,FALSE
"Brent Morgan",6,FALSE
"Brinley Addington",6,FALSE
"C2d",6,FALSE
"COTIS",6,FALSE
"CRØW",6,FALSE
"Camila Mendes",6,FALSE
"Capital Kings",6,FALSE
"Caylee Hammack",6,FALSE
"Charles Goose",6,FALSE
"Chris Webby",6,FALSE
"Cl4ppers",6,FALSE
"Clairmont",6,FALSE
"Clayjay",6,FALSE
"Cool & Dre",6,FALSE
"Courtnie",6,FALSE
"Cuba Gooding",6,FALSE
"Cupidon",6,FALSE
"DJ Shadow",6,FALSE
"DRAMA",6,FALSE
"Damian Marley",6,FALSE
"David McCallum",6,FALSE
"Dennis Rodman",6,FALSE
"Don McLean",6,FALSE
"Drakeo the Ruler",6,FALSE
"Earl St. Clair",6,FALSE
"El Memer",6,FALSE
"Ella Vos",6,FALSE
"Elliott Trent",6,FALSE
"Etta James",6,FALSE
"Evergreen",6,FALSE
"FF5",6,FALSE
"FINMAR",6,FALSE
"Francesca Battistelli",6,FALSE
"GFRIEND",6,TRUE
"Gabbi Lieve",6,FALSE
"Gaeko",6,FALSE
"Gasoline Lollipops",6,FALSE
"Goss",6,FALSE
"Grace Carter",6,FALSE
"H20 Hadd",6,FALSE
"HONEYMOAN",6,FALSE
"Happy Sometimes",6,FALSE
"Herve Pagez",6,FALSE
"Hilda",6,FALSE
"Hollyn",6,FALSE
"House Ghost",6,FALSE
"Huck",6,FALSE
"Ian Munsick",6,FALSE
"Jadakiss",6,FALSE
"Jadu Heart",6,FALSE
"James Delaney",6,FALSE
"Jase Harley",6,FALSE
"Jasmin Walia",6,FALSE
"Jason Shay",6,FALSE
"Jay Park",6,FALSE
"Jessie J",6,FALSE
"Joeyyy",6,FALSE
"Jon Bap",6,FALSE
"Jon Casey",6,FALSE
"Jon Santana",6,FALSE
"Josh Dylan",6,FALSE
"José José",6,FALSE
"Juanes",6,FALSE
"Julian Rodriguez",6,FALSE
"Julius",6,FALSE
"Justin Wellington",6,FALSE
"KJ Apa",6,FALSE
"Kid Koala",6,FALSE
"Kid Trunks",6,FALSE
"Kirk Franklin",6,FALSE
"Kodaline",6,FALSE
"Koe Wetzel",6,FALSE
"KÁRYYN",6,FALSE
"Laleh",6,FALSE
"Lali",6,FALSE
"Lane 8",6,FALSE
"Late Night Radio",6,FALSE
"Le Son",6,FALSE
"Le Youth",6,FALSE
"Lemaitre",6,FALSE
"Leslie Grace",6,FALSE
"Lia Marie Johnson",6,FALSE
"LilDeuceDeuce",6,FALSE
"Lili Reinhart",6,FALSE
"Love You Later",6,FALSE
"Lox Chatterbox",6,FALSE
"Loyle Carner",6,FALSE
"LÉON",6,FALSE
"MED",6,FALSE
"MELVV",6,FALSE
"MIMI",6,TRUE
"Malay",6,FALSE
"Marconi Union",6,FALSE
"Marika",6,FALSE
"Mat Zo",6,FALSE
"Maths Time Joy",6,FALSE
"Matilda Wiezell",6,FALSE
"Matthew Koma",6,FALSE
"Meg Myers",6,FALSE
"Megan Mullally",6,FALSE
"Melissa Benoist",6,FALSE
"Michl",6,FALSE
"Miny",6,FALSE
"Mokita",6,FALSE
"Moss Kena",6,FALSE
"My Body",6,FALSE
"Nancy And Beth",6,FALSE
"Naïka",6,FALSE
"Nessly",6,FALSE
"Nick Grant",6,FALSE
"Nick Zutphen",6,FALSE
"Ostrea Lake",6,FALSE
"PRISTIN",6,TRUE
"Pale Waves",6,FALSE
"Paper Route EMPIRE",6,FALSE
"Parallelephants",6,FALSE
"Pete Yorn",6,FALSE
"Phiilo",6,FALSE
"Public Enemy",6,FALSE
"Pussy Riot",6,FALSE
"QUIN",6,FALSE
"RHEYA",6,FALSE
"Remo Drive",6,FALSE
"Rherherherh",6,FALSE
"Richard Swift",6,FALSE
"Riverdale Cast",6,FALSE
"RoeShamBeaux",6,FALSE
"Ruben",6,FALSE
"Ruelle",6,FALSE
"Samora Pinderhughes",6,FALSE
"Samuel Kim",6,FALSE
"Schilly",6,FALSE
"Sebastian Kole",6,FALSE
"Semi-Attractive Boy",6,FALSE
"ShakeyFunnyAzz",6,FALSE
"Sigma",6,FALSE
"Silas",6,FALSE
"Simple Creatures",6,FALSE
"Sinclair",6,FALSE
"Slow Dreamers",6,FALSE
"Slowcoaching",6,FALSE
"Small Jam",6,FALSE
"Snail Mail",6,FALSE
"SoMo",6,FALSE
"Soko",6,FALSE
"Somewhere Else",6,FALSE
"Spiritbox",6,FALSE
"Steady Sun",6,FALSE
"Stephanie Hunt",6,FALSE
"Steve Angello",6,FALSE
"Steve Buscemi's Dreamy Eyes",6,FALSE
"Stevie wolf",6,FALSE
"Stokley",6,FALSE
"Sublime",6,FALSE
"Sunny & Gabe",6,FALSE
"Sunstars",6,FALSE
"Sweetsound ",6,FALSE
"T.D. Jakes",6,FALSE
"TRXD",6,FALSE
"TRÏBE",6,FALSE
"Tank and The Bangas",6,FALSE
"Tears For Fears",6,FALSE
"Tha Ynoe",6,FALSE
"Thanks Ugly God",6,FALSE
"The Alan Parsons Project",6,FALSE
"The Brook & The Bluff",6,FALSE
"The Family",6,FALSE
"The Longshot",6,FALSE
"The Main Ingredient",6,FALSE
"The Mary Nixons",6,FALSE
"The Ophelias",6,FALSE
"The Platters",6,FALSE
"The Police",6,FALSE
"The Revivalists",6,FALSE
"The Shires",6,FALSE
"Theory of a Deadman",6,FALSE
"Tofer Dolan",6,FALSE
"Two Friends",6,FALSE
"Unghetto Mathieu",6,FALSE
"Vancouver Sleep Clinic",6,FALSE
"VickeeLo",6,FALSE
"Winona Forever",6,FALSE
"Xavier Omär",6,FALSE
"Yelawolf",6,FALSE
"Young Greatness",6,FALSE
"Yung Anime",6,FALSE
"Zach Witness",6,FALSE
"Zack De La Rocha",6,FALSE
"Zack Knight",6,FALSE
"Zeds Dead",6,FALSE
"ZenAware",6,FALSE
"chillmadeit",6,FALSE
"dylAn",6,TRUE
"ilo ilo",6,FALSE
"lophiile",6,FALSE
"s. lyre",6,FALSE
"teddy<3",6,FALSE
"1788-L",5,FALSE
"22Gz",5,FALSE
"ARTY",5,FALSE
"AXSHN",5,FALSE
"Abi F Jones",5,FALSE
"Abraham Mateo",5,FALSE
"Action Bronson",5,FALSE
"Alanna Ubach",5,FALSE
"Alex Lustig",5,FALSE
"Alpenglow",5,FALSE
"Alyssa Micaela",5,FALSE
"Amaru",5,FALSE
"Among Savages",5,FALSE
"Andrew W.K.",5,FALSE
"Annie Lennox",5,FALSE
"Anton Powers",5,FALSE
"Antonio Sol",5,FALSE
"Ardyn",5,FALSE
"Aspyer",5,FALSE
"Attila",5,FALSE
"Aubrie Sellers",5,FALSE
"BASTION",5,FALSE
"BINK",5,FALSE
"Barrie",5,FALSE
"Bassnectar",5,FALSE
"Berliner Philharmoniker",5,FALSE
"Biggie BK",5,FALSE
"Blazo",5,FALSE
"Bonnie McKee",5,FALSE
"Boy In Space",5,FALSE
"Brandyn Burnette",5,FALSE
"Broederliefde",5,FALSE
"Bryce Oliver",5,FALSE
"Bunnies",5,FALSE
"CUT_",5,FALSE
"Carlos Vara",5,FALSE
"Carlos Vives",5,FALSE
"Cassadee Pope",5,FALSE
"Cast of Frozen 2",5,FALSE
"CharlestheFirst",5,FALSE
"Chase & Status",5,FALSE
"Cher",5,FALSE
"Chip Taylor",5,FALSE
"Christian Daniel",5,FALSE
"Christian Leave",5,FALSE
"CocoRosie",5,FALSE
"Common Souls",5,FALSE
"Computer Games",5,FALSE
"Cozz",5,FALSE
"Craig Mack",5,FALSE
"DJ Koze",5,FALSE
"Danny Brown",5,FALSE
"Dark Honey",5,FALSE
"Darren Criss",5,FALSE
"Dave Stewart",5,FALSE
"David Sabastian",5,FALSE
"Depeche Mode",5,FALSE
"Des Rocs",5,FALSE
"Dick Dale and his Del-Tones",5,FALSE
"Divine Bars",5,FALSE
"Dom Dolla",5,FALSE
"Don Williams",5,FALSE
"Drew Baldridge",5,FALSE
"Dropout",5,FALSE
"Dustin Tebbutt",5,FALSE
"E-40",5,FALSE
"Echosmith",5,FALSE
"El May",5,FALSE
"Eladio Carrion",5,FALSE
"Eleni Foureira",5,FALSE
"Emily Vaughn",5,FALSE
"Empire of the Sun",5,FALSE
"En Vogue",5,FALSE
"Eric Reprid",5,FALSE
"Ethan Gruska",5,FALSE
"Eurythmics",5,FALSE
"FOREVER ANTi PoP",5,FALSE
"Finis Mundi",5,FALSE
"First Aid Kit",5,FALSE
"Flight Facilities",5,FALSE
"Fluencie",5,FALSE
"Fourth",5,FALSE
"Frenna",5,FALSE
"Fuerza Regida",5,FALSE
"GG Magree",5,FALSE
"GRAACE",5,FALSE
"Ghetto Sage",5,FALSE
"Giraffe Squad",5,FALSE
"Great Good Fine Ok",5,FALSE
"Grimes",5,FALSE
"Guns N' Roses",5,FALSE
"HIGH HØØPS",5,FALSE
"Hamster",5,FALSE
"Happy Colors",5,FALSE
"Helmut Deutsch",5,FALSE
"Herbert von Karajan",5,FALSE
"Honcho Moonk",5,FALSE
"Hot Shade",5,FALSE
"Hustle Gang",5,FALSE
"ILIRA",5,FALSE
"IVE",5,FALSE
"Ill Camille",5,FALSE
"Ivy Adara",5,FALSE
"JTres",5,FALSE
"Jahmal Gittens",5,FALSE
"Jakob",5,FALSE
"James Blunt",5,FALSE
"Jantsen",5,FALSE
"Jarami",5,FALSE
"Jens Lekman",5,FALSE
"Jeon",5,TRUE
"Jillian Jacqueline",5,FALSE
"John Mellencamp",5,FALSE
"Johnny Orlando",5,FALSE
"Jonah Levine Collective",5,FALSE
"Jonas Kaufmann",5,FALSE
"Jonathan Roy",5,FALSE
"Jonathan Traylor",5,FALSE
"Josie Dunne",5,FALSE
"JuMa44",5,FALSE
"Justin Townes Earle",5,FALSE
"K$upreme",5,FALSE
"Karen Harding",5,FALSE
"Karlyn",5,FALSE
"Kayo Genesis",5,FALSE
"Kierra Sheard",5,FALSE
"Killstation",5,FALSE
"KingMichealbeats",5,FALSE
"Knox Fortune",5,FALSE
"Kyle Mitchell",5,FALSE
"L'Impératrice",5,FALSE
"LEGADO 7",5,FALSE
"Langston Hughes",5,FALSE
"Lee Luxion",5,FALSE
"Lianne La Havas",5,FALSE
"Lil Quay",5,FALSE
"Lolo Zouaï",5,FALSE
"London Richards",5,FALSE
"LoneMoon",5,FALSE
"Lorenzo_BITW",5,FALSE
"Los Del Limit",5,FALSE
"Luna May",5,FALSE
"M83",5,FALSE
"MC G15",5,FALSE
"Malik Elijah",5,FALSE
"Marciano Cantero",5,FALSE
"Marteria",5,FALSE
"Matluck",5,FALSE
"Matt Cornett",5,FALSE
"Max Frost",5,FALSE
"Maxo Kream",5,FALSE
"MdL",5,FALSE
"Mike Perry",5,FALSE
"Mike Yung",5,FALSE
"Milky Chance",5,FALSE
"Mndsgn",5,FALSE
"Monteur",5,FALSE
"MoreNight",5,FALSE
"Mystery Skulls",5,FALSE
"NEØN",5,FALSE
"NGHTMRE",5,FALSE
"NVDES",5,FALSE
"Neila",5,FALSE
"Nesta",5,FALSE
"Nevve",5,FALSE
"Nick Goldston",5,FALSE
"Nick Gray",5,FALSE
"Nick Lachey",5,FALSE
"Nicole Bus",5,FALSE
"Ninetyfour",5,FALSE
"Novaa",5,FALSE
"Ocho Drippin",5,FALSE
"Olivia Noelle",5,FALSE
"Opia",5,FALSE
"PLAZA",5,FALSE
"Palais",5,FALSE
"Palm Trees",5,FALSE
"Party Nails",5,FALSE
"Phantoms",5,FALSE
"Phonte",5,FALSE
"Phosphorescent",5,FALSE
"Pinegrove",5,FALSE
"Pixie Lott",5,FALSE
"Plies",5,FALSE
"Quimico Ultra Mega",5,FALSE
"RITUAL",5,FALSE
"ROSIE",5,FALSE
"RaRa",5,FALSE
"Ray LaMontagne",5,FALSE
"Ricco Barrino",5,FALSE
"Ricco II",5,FALSE
"Rob Swire",5,FALSE
"Rochester",5,FALSE
"Rocky Wellstack",5,FALSE
"Rodney Atkins",5,FALSE
"Ron Suno",5,FALSE
"Royal Blood",5,FALSE
"Ruston Kelly",5,FALSE
"Sadie Jean",5,FALSE
"Saint Mesa",5,FALSE
"Sam Lyons",5,FALSE
"Sean Kingston",5,FALSE
"Sheek",5,FALSE
"Shinedown",5,FALSE
"Sidney Samson",5,FALSE
"Sitkah",5,FALSE
"Slowz",5,FALSE
"Soccer Mommy",5,FALSE
"Sondre Lerche",5,FALSE
"Sophie Simmons",5,FALSE
"Sounds of Red Bull",5,FALSE
"Spillage Village",5,FALSE
"StanSax",5,FALSE
"Steve James",5,FALSE
"Steven Furtick",5,FALSE
"Straight No Chaser",5,FALSE
"Superjava",5,FALSE
"Swarvy",5,FALSE
"Sydney Rose",5,FALSE
"TEMPOREX",5,FALSE
"Taj Ralph",5,FALSE
"Tall Friend",5,FALSE
"Teddy Geiger",5,FALSE
"Tei Shi",5,FALSE
"The Beatles",5,FALSE
"The Fisk Jubilee Singers",5,FALSE
"The Marías",5,FALSE
"The Muppets",5,FALSE
"The New Ukrainians",5,FALSE
"The Partridge Family",5,FALSE
"The Rolling Stones",5,FALSE
"The Vaccines",5,FALSE
"This Diamond Life",5,FALSE
"Tigo B",5,FALSE
"Tommy Genesis",5,FALSE
"Tori Kelly",5,FALSE
"Tourist",5,FALSE
"Toxic Tripz",5,FALSE
"Traptology",5,FALSE
"Traveling Wilburys",5,FALSE
"VHS Collection",5,FALSE
"Vera",5,FALSE
"Villagers",5,FALSE
"Vincent Brahn",5,FALSE
"WEISS",5,FALSE
"WHY?",5,FALSE
"Warren Zevon",5,FALSE
"Wendy Sarmiento",5,FALSE
"Who Came After",5,FALSE
"Word.Werd",5,FALSE
"Xdinary Heroes",5,FALSE
"Y2",5,FALSE
"Yammo",5,FALSE
"Young Dro",5,FALSE
"Yvette",5,FALSE
"Yvngxchris",5,FALSE
"Zeina",5,FALSE
"a-ha",5,FALSE
"autumn keys",5,FALSE
"bülow",5,FALSE
"dubé",5,FALSE
"iMarkkeyz",5,FALSE
"juan mazini",5,FALSE
"kenzie",5,FALSE
"lojii",5,FALSE
"nimino",5,FALSE
"siouxxie sixxsta",5,FALSE
"tricot",5,FALSE
"xander.",5,FALSE
"yvngxchris",5,FALSE
"⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ",5,FALSE
"-",4,TRUE
"1-O.A.K.",4,FALSE
"2Pac",4,FALSE
"A. Nayaka",4,FALSE
"AJ Salvatore",4,FALSE
"AK420",4,FALSE
"ANNA",4,FALSE
"Abby Anderson",4,FALSE
"Aha Gazelle",4,FALSE
"Alan Gogoll",4,FALSE
"Alex Prezzano",4,FALSE
"Algebra Blessett",4,FALSE
"Alice In Chains",4,FALSE
"Alice Kristiansen",4,FALSE
"Aliotta Haynes Jeremiah",4,FALSE
"Ally Brooke",4,FALSE
"Alon Elian",4,FALSE
"Ameria",4,FALSE
"Andrew James",4,FALSE
"Anthony Gonzalez",4,FALSE
"Anthony Green",4,FALSE
"Arthur Hanlon",4,FALSE
"Audien",4,FALSE
"Austin Meade",4,FALSE
"BABYMETAL",4,FALSE
"BOGA",4,FALSE
"Band of Horses",4,FALSE
"Barrett Marshall",4,FALSE
"Basenji",4,FALSE
"Beauvois",4,FALSE
"Beni Moun",4,FALSE
"Berner",4,FALSE
"BgA",4,FALSE
"Big Thief",4,FALSE
"BigWalkDog",4,FALSE
"Blac Youngsta",4,FALSE
"Blackmagic",4,FALSE
"Bliss n Eso",4,FALSE
"Bodil Blanche",4,FALSE
"Bomba Estéreo",4,FALSE
"Brett Castro",4,FALSE
"Bridget Kearney",4,FALSE
"CADE",4,FALSE
"CVBZ",4,FALSE
"Caine Casket",4,FALSE
"Caleborate",4,FALSE
"Captain Kidd",4,FALSE
"Carlie Hanson",4,FALSE
"Cecilia Gault",4,FALSE
"Chaos Chaos",4,FALSE
"Chris King",4,FALSE
"Coastline Kings",4,FALSE
"Coldabank",4,FALSE
"Corinne Bailey Rae",4,FALSE
"Cosmos & Creature",4,FALSE
"Cryonic Temple",4,FALSE
"D'Angelo",4,FALSE
"DAISY",4,TRUE
"DB Omerta",4,FALSE
"DJ Megan Ryte",4,FALSE
"Dadras",4,FALSE
"Daniel Agee",4,FALSE
"Daniela Andrade",4,FALSE
"Dayo Bello",4,FALSE
"Daz Rinko",4,FALSE
"Degreed",4,FALSE
"Deion Reverie",4,FALSE
"Diamond White",4,FALSE
"Dion",4,FALSE
"Dr. Dre",4,FALSE
"Dr. John",4,FALSE
"Drew Holcomb & The Neighbors",4,FALSE
"Dunisco",4,FALSE
"Duran Duran",4,FALSE
"DāM-FunK",4,FALSE
"Electric Light Orchestra",4,FALSE
"Eleven",4,FALSE
"Ellysse Mason",4,FALSE
"Emily Zeck",4,FALSE
"Emir Hermono",4,FALSE
"Era Istrefi",4,FALSE
"Esperanza Spalding",4,FALSE
"Esprit Ange Andraos",4,FALSE
"Fase Yoda",4,FALSE
"Feist",4,FALSE
"Felix Snow",4,FALSE
"Fever High",4,FALSE
"Finn",4,FALSE
"Fireboy DML",4,FALSE
"Fluencee",4,FALSE
"Forrest Nolan",4,FALSE
"Full Tac",4,FALSE
"GZA",4,FALSE
"Garren Sean",4,FALSE
"Glassjaw",4,FALSE
"Gojira",4,FALSE
"Goldfrapp",4,FALSE
"GoodBooks",4,FALSE
"Goody Grace",4,FALSE
"Goth Babe",4,FALSE
"Gundelach",4,FALSE
"HSM",4,FALSE
"Hardwell",4,FALSE
"Harry's",4,FALSE
"Herion Young",4,FALSE
"Hey Violet",4,FALSE
"HoodRich Pablo Juan",4,FALSE
"Incubus",4,FALSE
"Ivory Layne",4,FALSE
"Jai Wolf",4,FALSE
"James Ingram",4,FALSE
"James Mercy",4,FALSE
"Janileigh Cohen",4,FALSE
"Jay & The Americans",4,FALSE
"JayKode",4,FALSE
"Jeff Goldblum",4,FALSE
"Jennifer Laura Thompson",4,FALSE
"Jnr Choi",4,FALSE
"John Christian",4,FALSE
"John Gibbons",4,FALSE
"Johnnyswim",4,FALSE
"Jon Langston",4,FALSE
"Jon Waltz",4,FALSE
"KDL",4,FALSE
"KILLY",4,FALSE
"KVR",4,FALSE
"Keanu",4,FALSE
"Kenny Rogers & The First Edition",4,FALSE
"Khamari",4,FALSE
"Kiera Weathers",4,FALSE
"King Gizzard & The Lizard Wizard",4,FALSE
"King Zay",4,FALSE
"Krewella",4,FALSE
"Kristolyn Lloyd",4,FALSE
"Kurt Hugo Schneider",4,FALSE
"Kyle DelFatti",4,FALSE
"LUI HILL",4,FALSE
"LUNA AURA",4,FALSE
"Laufey",4,FALSE
"Lauren Alaina",4,FALSE
"Leif Vollebekk",4,FALSE
"Lil Dads",4,FALSE
"Lil Donald",4,FALSE
"Lil Mariko",4,FALSE
"Lilo Key",4,FALSE
"Linus Hablot",4,FALSE
"Lionel Loueke",4,FALSE
"Locus Pocus",4,FALSE
"Looking Glass",4,FALSE
"Los Elk",4,FALSE
"Lucas & Steve",4,FALSE
"Lucy Dacus",4,FALSE
"Luu",4,FALSE
"Luz",4,FALSE
"LöKii",4,FALSE
"MFnMelo",4,FALSE
"MORTEN",4,FALSE
"MOSKA",4,FALSE
"Maggie Rose",4,FALSE
"Mags Duval",4,FALSE
"Malaa",4,FALSE
"Mallrat",4,FALSE
"Manila Killa",4,FALSE
"Mario Jose",4,FALSE
"Melii",4,FALSE
"Michael Park",4,FALSE
"Mikey.Otx",4,FALSE
"Million Miles",4,FALSE
"Miquela",4,FALSE
"Mitch Mueller",4,FALSE
"Moliy",4,FALSE
"Mountain Castles",4,FALSE
"Mr Hudson",4,FALSE
"Namesake.",4,FALSE
"No I.D.",4,FALSE
"No Name No Fame",4,FALSE
"Noel Gallagher's High Flying Birds",4,FALSE
"OBE Boog",4,FALSE
"Octo Octa",4,FALSE
"Oli Fox",4,FALSE
"Omar Apollo",4,FALSE
"One11Twenty",4,FALSE
"Ouska",4,FALSE
"PVRIS",4,FALSE
"Paloma Faith",4,FALSE
"Panama",4,FALSE
"Pap Chanel",4,FALSE
"PashaPG",4,FALSE
"Paul Damixie",4,FALSE
"Payton Smith",4,FALSE
"Pcam",4,FALSE
"Perfume Genius",4,FALSE
"Petula Clark",4,FALSE
"Phil Good",4,FALSE
"Prince Charlez",4,FALSE
"Q-Tip",4,FALSE
"Quicksand",4,FALSE
"Rachel Platten",4,FALSE
"RaeLynn",4,FALSE
"Rap Plug",4,FALSE
"Rayi Putra",4,FALSE
"Rick and Morty",4,FALSE
"Rik Rok",4,FALSE
"Ryan Adams",4,FALSE
"Ryan Follese",4,FALSE
"Saen.",4,FALSE
"Sam Stan",4,FALSE
"San Fermin",4,FALSE
"Sarah Close",4,FALSE
"Scarypoolparty",4,FALSE
"Selena y los Dinos",4,FALSE
"Sense",4,FALSE
"Seori",4,FALSE
"Shaggy",4,FALSE
"Sharon Shannon",4,FALSE
"Shiloh Dynasty",4,FALSE
"Sjowgren",4,FALSE
"Sophia Black",4,FALSE
"Sophia Scott",4,FALSE
"St. Lucia",4,FALSE
"Stayleave",4,FALSE
"Steviie Wonder",4,FALSE
"Strangerboi24",4,FALSE
"Sub Focus",4,FALSE
"Summer Ferguson",4,FALSE
"Supreme Boi",4,FALSE
"Sylo Nozra",4,FALSE
"T3R Elemento",4,FALSE
"Tchami",4,FALSE
"Tebey",4,FALSE
"The Aftershow",4,FALSE
"The Detroit Emeralds",4,FALSE
"The Glitch Mob",4,FALSE
"The Irish Rovers",4,FALSE
"The Mountain Goats",4,FALSE
"The Secret Sisters",4,FALSE
"The Strike",4,FALSE
"The Temptations",4,FALSE
"The Word Alive",4,FALSE
"The XCERTS",4,FALSE
"Tim Jordan",4,FALSE
"Tiwa Savage",4,FALSE
"Tkay Maidza",4,FALSE
"Tony Quattro",4,FALSE
"Trae Tha Truth",4,FALSE
"Train",4,TRUE
"Trap City",4,FALSE
"Tre Fratelli",4,FALSE
"Twista",4,FALSE
"UQiYO",4,FALSE
"VICE MENTA",4,FALSE
"VVE",4,FALSE
"Viktor Vaughn",4,FALSE
"WITHOUT",4,FALSE
"WOLFE",4,FALSE
"Walmart Yodel Kid",4,FALSE
"Wicca Phase Springs Eternal",4,FALSE
"Will Fraker",4,FALSE
"Will Roland",4,FALSE
"Wolf Alice",4,FALSE
"Wolfgang Gartner",4,FALSE
"Wolfine",4,FALSE
"Wolftyla",4,FALSE
"Xuitcasecity",4,FALSE
"YTB Trench",4,FALSE
"YehMe2",4,FALSE
"Ymtk",4,FALSE
"Young Fathers",4,FALSE
"YungKash K1k",4,FALSE
"Yussef Dayes",4,FALSE
"alxxa",4,FALSE
"badly",4,FALSE
"boy pablo",4,FALSE
"boygenius",4,FALSE
"dodie",4,FALSE
"døves",4,FALSE
"graves",4,FALSE
"kirstin",4,FALSE
"pinkcaravan!",4,FALSE
"quickly",4,FALSE
"sy",4,FALSE
"traila $ong",4,FALSE
"vf7",4,FALSE
"1 AMVRKA",3,FALSE
"A Second Life",3,FALSE
"ALIUS",3,FALSE
"Adriel Cruz",3,FALSE
"Against The Current",3,FALSE
"Akon",3,FALSE
"Alan Menken",3,FALSE
"Alec King",3,FALSE
"Alexandria",3,FALSE
"Alkaline Trio",3,FALSE
"American Pets",3,FALSE
"Ana Ofelia Murguía",3,FALSE
"Angela Hunte",3,FALSE
"Anna Mae",3,FALSE
"Ar'mon & Trey",3,FALSE
"Army of Bones",3,FALSE
"Austyn Johnson",3,FALSE
"BANNERS",3,FALSE
"BLÜ EYES",3,FALSE
"BNQT",3,FALSE
"Baddiel",3,FALSE
"Bankroll Freddie",3,FALSE
"Bantu",3,FALSE
"Barack Obama",3,FALSE
"Bayside",3,FALSE
"Beatrich",3,FALSE
"Blvckengineer",3,FALSE
"Born Cages",3,FALSE
"Brooke Williams",3,FALSE
"CHAI",3,FALSE
"CHIKA",3,FALSE
"CJ Solar",3,FALSE
"COIN",3,FALSE
"CONNALLY",3,FALSE
"CXLOE",3,FALSE
"Cameron Seely",3,FALSE
"Chandler Crump",3,FALSE
"Charlz",3,FALSE
"Chuck Adams",3,FALSE
"Code Orange",3,FALSE
"Cooliecut",3,FALSE
"Corniglia",3,FALSE
"Craig Xen",3,FALSE
"Crankdat",3,FALSE
"Curtis Walsh",3,FALSE
"Cynthia Erivo",3,FALSE
"DED",3,FALSE
"DJ Katch",3,FALSE
"Daddy's Groove",3,FALSE
"Danny Avila",3,FALSE
"Dark Rooms",3,FALSE
"Dead Or Alive",3,FALSE
"Denny White",3,FALSE
"Dice Soho",3,FALSE
"Dillon Chase",3,FALSE
"Doji",3,FALSE
"Drew Green",3,FALSE
"Duskus",3,FALSE
"E-Will",3,FALSE
"EVAN GIIA",3,FALSE
"Eldzhey",3,FALSE
"Elias Abid",3,FALSE
"Emilia Ali",3,FALSE
"Emma McGrath",3,FALSE
"Emotional Oranges",3,FALSE
"Evanescence",3,FALSE
"Evermoist",3,FALSE
"FEDUK",3,FALSE
"Faethoms",3,FALSE
"Faustix",3,FALSE
"Flight School",3,FALSE
"Flow J Simpson",3,FALSE
"Flying Lotus",3,FALSE
"Foggieraw",3,FALSE
"Forever",3,FALSE
"Free n Losh",3,FALSE
"Frida",3,FALSE
"Frills",3,FALSE
"GFMBRYYCE",3,FALSE
"GRAE",3,FALSE
"Gabriel Garzón-Montano",3,FALSE
"Gabriela",3,FALSE
"Gavin Haley",3,FALSE
"Gerardo Ortiz",3,FALSE
"Ghastly",3,FALSE
"GoldSkull",3,FALSE
"Grace Turner",3,FALSE
"Grady",3,FALSE
"Greyson Chance",3,FALSE
"Grolok Panicrum",3,FALSE
"Guti",3,FALSE
"GwaiLow",3,FALSE
"HALIENE",3,FALSE
"HERO",3,FALSE
"Hannah Kerr",3,FALSE
"Hector Plimmer",3,FALSE
"Hoosier Scott",3,FALSE
"Howie Stackz",3,FALSE
"IKON",3,TRUE
"INZO",3,FALSE
"Imad Royal",3,FALSE
"Itzyungbaby",3,FALSE
"JMR",3,FALSE
"Jade Bird",3,FALSE
"Jason Clayborn",3,FALSE
"Jayo Felony",3,FALSE
"Jazz At Lincoln Center Orchestra",3,FALSE
"Jazz Cartier",3,FALSE
"Jenna Kyle",3,FALSE
"Jesse & Joy",3,FALSE
"Jessica Andrea",3,FALSE
"Jimmy Wopo",3,FALSE
"Joel Cross",3,FALSE
"John Borleo",3,FALSE
"John King",3,FALSE
"John Splithoff",3,FALSE
"Johnny Gr4ves",3,FALSE
"Jon Batiste",3,FALSE
"Jordan Smith",3,FALSE
"Josiah Lemanski",3,FALSE
"Kaada",3,FALSE
"Kadri Williams",3,FALSE
"Kamasi Washington",3,FALSE
"Kashmere Stage Band",3,FALSE
"Katie Noel",3,FALSE
"Kayden",3,FALSE
"Kelly Rowland",3,FALSE
"Kendall Morgan",3,FALSE
"Keyliu",3,FALSE
"Kimbra",3,FALSE
"King Garbage",3,FALSE
"Kirko Bangz",3,FALSE
"Konrad OldMoney",3,FALSE
"Kristian Galva",3,FALSE
"LUME",3,FALSE
"Lady Leshurr",3,FALSE
"Leeyou & Danceey",3,FALSE
"Lennon & Maisy",3,FALSE
"Lil Memer",3,FALSE
"Limp Bizkit",3,FALSE
"Linda McCartney",3,FALSE
"Loladre",3,FALSE
